seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	description	gene_id_version	symbol	entrezid	logFC	logCPM	F	PValue	FDR	mlog10PValue
15	7.6e+07	7.6e+07	5380	+	ENSMUSG00000063704	Mapk15	protein_coding	chromosome	mitogen-activated protein kinase 15 [Source:MGI Symbol;Acc:MGI:2652894]	ENSMUSG00000063704.12	Mapk15	332110	1.05	3.02	10.3	0.00243	0.0179	2.61
14	20700000	20700000	1420	+	ENSMUSG00000063787	Chchd1	protein_coding	chromosome	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:MGI Symbol;Acc:MGI:1913371]	ENSMUSG00000063787.4	Chchd1	66121	-0.602	4.99	10.3	0.00243	0.0179	2.61
9	78300000	78300000	12000	+	ENSMUSG00000111709	Gm3776	protein_coding	chromosome	predicted gene 3776 [Source:NCBI gene;Acc:100042295]	ENSMUSG00000111709.1	Gm3776	100042295	-2.64	1.18	10.3	0.00243	0.0179	2.61
8	1.07e+08	1.07e+08	15000	-	ENSMUSG00000003849	Nqo1	protein_coding	chromosome	NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]	ENSMUSG00000003849.8	Nqo1	18104	-1.14	3.48	10.3	0.00244	0.018	2.61
14	57900000	5.8e+07	83000	-	ENSMUSG00000021973	Micu2	protein_coding	chromosome	mitochondrial calcium uptake 2 [Source:MGI Symbol;Acc:MGI:1915764]	ENSMUSG00000021973.9	Micu2	68514	-0.526	4.75	10.3	0.00244	0.018	2.61
19	55100000	55100000	29700	-	ENSMUSG00000024978	Gpam	protein_coding	chromosome	glycerol-3-phosphate acyltransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:109162]	ENSMUSG00000024978.10	Gpam	14732	-0.518	5.39	10.3	0.00244	0.018	2.61
3	1.43e+08	1.43e+08	13200	+	ENSMUSG00000028268	Gbp3	protein_coding	chromosome	guanylate binding protein 3 [Source:MGI Symbol;Acc:MGI:1926263]	ENSMUSG00000028268.14	Gbp3	55932	-1.43	2.02	10.3	0.00244	0.018	2.61
12	95700000	95800000	93000	+	ENSMUSG00000047414	Flrt2	protein_coding	chromosome	fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]	ENSMUSG00000047414.6	Flrt2	399558	0.616	4.26	10.3	0.00244	0.0179	2.61
18	34300000	34400000	28500	-	ENSMUSG00000005873	Reep5	protein_coding	chromosome	receptor accessory protein 5 [Source:MGI Symbol;Acc:MGI:1270152]	ENSMUSG00000005873.5	Reep5	13476	0.604	9.11	10.3	0.00245	0.018	2.61
19	17400000	17800000	405000	-	ENSMUSG00000024713	Pcsk5	protein_coding	chromosome	proprotein convertase subtilisin/kexin type 5 [Source:MGI Symbol;Acc:MGI:97515]	ENSMUSG00000024713.15	Pcsk5	18552	1	3.5	10.3	0.00245	0.018	2.61
7	25200000	25200000	9590	-	ENSMUSG00000057177	Gsk3a	protein_coding	chromosome	glycogen synthase kinase 3 alpha [Source:MGI Symbol;Acc:MGI:2152453]	ENSMUSG00000057177.12	Gsk3a	606496	0.575	7.92	10.3	0.00245	0.018	2.61
7	28300000	28300000	6560	-	ENSMUSG00000003438	Timm50	protein_coding	chromosome	translocase of inner mitochondrial membrane 50 [Source:MGI Symbol;Acc:MGI:1913775]	ENSMUSG00000003438.17	Timm50	66525	-0.371	5.2	10.3	0.00246	0.018	2.61
X	1.67e+08	1.67e+08	36400	-	ENSMUSG00000025742	Prps2	protein_coding	chromosome	phosphoribosyl pyrophosphate synthetase 2 [Source:MGI Symbol;Acc:MGI:97776]	ENSMUSG00000025742.5	Prps2	110639	-0.408	5.43	10.3	0.00246	0.018	2.61
4	66800000	66900000	103000	+	ENSMUSG00000039005	Tlr4	protein_coding	chromosome	toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824]	ENSMUSG00000039005.13	Tlr4	21898	-2.85	-1.7	10.3	0.00246	0.0181	2.61
17	47700000	47700000	7720	-	ENSMUSG00000079444	Gm21981	protein_coding	chromosome	predicted gene 21981 [Source:MGI Symbol;Acc:MGI:5439450]	ENSMUSG00000079444.9	Gm21981	NA	1.07	1.35	10.3	0.00246	0.0181	2.61
11	90200000	90300000	29100	+	ENSMUSG00000003948	Mmd	protein_coding	chromosome	monocyte to macrophage differentiation-associated [Source:MGI Symbol;Acc:MGI:1914718]	ENSMUSG00000003948.17	Mmd	67468	0.697	7.2	10.3	0.00247	0.0181	2.61
11	7.6e+07	7.6e+07	8590	-	ENSMUSG00000020846	Rflnb	protein_coding	chromosome	refilin B [Source:MGI Symbol;Acc:MGI:1923816]	ENSMUSG00000020846.6	Rflnb	76566	0.538	3.41	10.3	0.00247	0.0181	2.61
4	1.56e+08	1.56e+08	15800	+	ENSMUSG00000023286	Ube2j2	protein_coding	chromosome	ubiquitin-conjugating enzyme E2J 2 [Source:MGI Symbol;Acc:MGI:2153608]	ENSMUSG00000023286.16	Ube2j2	140499	-0.685	3.8	10.3	0.00247	0.0181	2.61
2	1.27e+08	1.27e+08	2220	+	ENSMUSG00000027368	Dusp2	protein_coding	chromosome	dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]	ENSMUSG00000027368.6	Dusp2	13537	1.18	0.00968	10.3	0.00247	0.0181	2.61
12	73100000	73100000	13800	-	ENSMUSG00000034460	Six4	protein_coding	chromosome	sine oculis-related homeobox 4 [Source:MGI Symbol;Acc:MGI:106034]	ENSMUSG00000034460.9	Six4	20474	-1.5	-0.813	10.3	0.00247	0.0181	2.61
4	97600000	97800000	210000	-	ENSMUSG00000048747	E130114P18Rik	protein_coding	chromosome	RIKEN cDNA E130114P18 gene [Source:MGI Symbol;Acc:MGI:2442873]	ENSMUSG00000048747.14	E130114P18Rik	NA	-0.894	2.93	10.3	0.00247	0.0181	2.61
8	1.22e+08	1.22e+08	29400	-	ENSMUSG00000052934	Fbxo31	protein_coding	chromosome	F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]	ENSMUSG00000052934.14	Fbxo31	76454	0.61	5.66	10.3	0.00247	0.0181	2.61
1	87900000	87900000	91900	+	ENSMUSG00000070738	Dgkd	protein_coding	chromosome	diacylglycerol kinase, delta [Source:MGI Symbol;Acc:MGI:2138334]	ENSMUSG00000070738.10	Dgkd	227333	0.468	7.21	10.3	0.00247	0.0181	2.61
19	47600000	47600000	65600	+	ENSMUSG00000025060	Slk	protein_coding	chromosome	STE20-like kinase [Source:MGI Symbol;Acc:MGI:103241]	ENSMUSG00000025060.14	Slk	20874	-0.387	4.93	10.3	0.00248	0.0181	2.61
3	65400000	65400000	13000	-	ENSMUSG00000027828	Ssr3	protein_coding	chromosome	signal sequence receptor, gamma [Source:MGI Symbol;Acc:MGI:1914687]	ENSMUSG00000027828.12	Ssr3	67437	-0.369	8.64	10.3	0.00248	0.0181	2.61
4	3.3e+07	33100000	20900	+	ENSMUSG00000028277	Ube2j1	protein_coding	chromosome	ubiquitin-conjugating enzyme E2J 1 [Source:MGI Symbol;Acc:MGI:1926245]	ENSMUSG00000028277.13	Ube2j1	56228	0.371	6.16	10.3	0.00248	0.0181	2.61
2	1.02e+08	1.02e+08	169000	-	ENSMUSG00000032841	Prr5l	protein_coding	chromosome	proline rich 5 like [Source:MGI Symbol;Acc:MGI:1919696]	ENSMUSG00000032841.15	Prr5l	72446	-2.76	0.0162	10.3	0.00248	0.0181	2.61
1	59100000	59100000	2310	+	ENSMUSG00000097573	G730003C15Rik	antisense_RNA	chromosome	RIKEN cDNA G730003C15 gene [Source:MGI Symbol;Acc:MGI:3641700]	ENSMUSG00000097573.2	G730003C15Rik	NA	-1.09	-0.542	10.3	0.00248	0.0181	2.61
10	24600000	24600000	3240	+	ENSMUSG00000019997	Ctgf	protein_coding	chromosome	connective tissue growth factor [Source:MGI Symbol;Acc:MGI:95537]	ENSMUSG00000019997.11	Ctgf	14219	-2.07	1.58	10.3	0.00249	0.0182	2.6
14	20400000	20400000	4270	-	ENSMUSG00000021811	Dnajc9	protein_coding	chromosome	DnaJ heat shock protein family (Hsp40) member C9 [Source:MGI Symbol;Acc:MGI:1915326]	ENSMUSG00000021811.7	Dnajc9	108671	-0.472	5.18	10.3	0.00249	0.0181	2.6
19	36300000	36500000	113000	+	ENSMUSG00000024805	Pcgf5	protein_coding	chromosome	polycomb group ring finger 5 [Source:MGI Symbol;Acc:MGI:1923505]	ENSMUSG00000024805.16	Pcgf5	76073	-0.93	3.01	10.3	0.00249	0.0181	2.6
1	87800000	87800000	36600	+	ENSMUSG00000026289	Atg16l1	protein_coding	chromosome	autophagy related 16-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1924290]	ENSMUSG00000026289.15	Atg16l1	77040	0.512	5.39	10.3	0.00249	0.0181	2.6
19	32700000	32700000	39700	-	ENSMUSG00000013662	Atad1	protein_coding	chromosome	ATPase family, AAA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915229]	ENSMUSG00000013662.5	Atad1	67979	-0.275	6.98	10.3	0.0025	0.0182	2.6
18	61700000	61800000	56400	-	ENSMUSG00000033032	Afap1l1	protein_coding	chromosome	actin filament associated protein 1-like 1 [Source:MGI Symbol;Acc:MGI:2147199]	ENSMUSG00000033032.15	Afap1l1	106877	0.465	2.28	10.3	0.0025	0.0182	2.6
10	1.3e+07	1.3e+07	3840	+	ENSMUSG00000078348	Sf3b5	protein_coding	chromosome	splicing factor 3b, subunit 5 [Source:MGI Symbol;Acc:MGI:1913375]	ENSMUSG00000078348.4	Sf3b5	66125	-0.467	5.23	10.3	0.0025	0.0182	2.6
12	55800000	55900000	33400	+	ENSMUSG00000012076	Brms1l	protein_coding	chromosome	breast cancer metastasis-suppressor 1-like [Source:MGI Symbol;Acc:MGI:1196337]	ENSMUSG00000012076.8	Brms1l	52592	0.289	5.77	10.3	0.00251	0.0182	2.6
10	14700000	14800000	65300	+	ENSMUSG00000019865	Nmbr	protein_coding	chromosome	neuromedin B receptor [Source:MGI Symbol;Acc:MGI:1100525]	ENSMUSG00000019865.9	Nmbr	18101	0.914	1.02	10.3	0.00251	0.0182	2.6
16	13800000	13800000	34100	+	ENSMUSG00000022682	Rrn3	protein_coding	chromosome	RRN3 RNA polymerase I transcription factor homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925255]	ENSMUSG00000022682.7	Rrn3	106298	-0.439	5.5	10.3	0.00251	0.0182	2.6
2	32900000	3.3e+07	36400	-	ENSMUSG00000026792	Lrsam1	protein_coding	chromosome	leucine rich repeat and sterile alpha motif containing 1 [Source:MGI Symbol;Acc:MGI:2684789]	ENSMUSG00000026792.16	Lrsam1	227738	0.635	5.1	10.3	0.00251	0.0182	2.6
2	26300000	26300000	32700	+	ENSMUSG00000026930	Gpsm1	protein_coding	chromosome	G-protein signalling modulator 1 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:1915089]	ENSMUSG00000026930.15	Gpsm1	67839	0.502	7.14	10.3	0.00251	0.0182	2.6
3	1.35e+08	1.35e+08	23200	+	ENSMUSG00000028167	Bdh2	protein_coding	chromosome	3-hydroxybutyrate dehydrogenase, type 2 [Source:MGI Symbol;Acc:MGI:1917022]	ENSMUSG00000028167.15	Bdh2	69772	-1.23	2.52	10.3	0.00251	0.0182	2.6
5	30800000	30900000	51500	+	ENSMUSG00000029166	Mapre3	protein_coding	chromosome	microtubule-associated protein, RP/EB family, member 3 [Source:MGI Symbol;Acc:MGI:2140967]	ENSMUSG00000029166.14	Mapre3	100732	0.607	6.79	10.3	0.00251	0.0182	2.6
3	1.45e+08	1.45e+08	27400	+	ENSMUSG00000037072	Selenof	protein_coding	chromosome	selenoprotein F [Source:MGI Symbol;Acc:MGI:1927947]	ENSMUSG00000037072.15	Selenof	93684	-0.442	8.42	10.3	0.00251	0.0182	2.6
11	7.9e+07	79100000	133000	-	ENSMUSG00000018334	Ksr1	protein_coding	chromosome	kinase suppressor of ras 1 [Source:MGI Symbol;Acc:MGI:105051]	ENSMUSG00000018334.17	Ksr1	16706	0.493	4.54	10.3	0.00252	0.0182	2.6
15	6810000	6870000	61400	-	ENSMUSG00000022146	Osmr	protein_coding	chromosome	oncostatin M receptor [Source:MGI Symbol;Acc:MGI:1330819]	ENSMUSG00000022146.12	Osmr	18414	-0.972	4.73	10.3	0.00252	0.0183	2.6
1	63200000	63200000	3660	+	ENSMUSG00000025967	Eef1b2	protein_coding	chromosome	eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520]	ENSMUSG00000025967.16	Eef1b2	55949	-0.435	8.03	10.3	0.00252	0.0182	2.6
6	1.48e+08	1.48e+08	33300	-	ENSMUSG00000030304	Ergic2	protein_coding	chromosome	ERGIC and golgi 2 [Source:MGI Symbol;Acc:MGI:1914706]	ENSMUSG00000030304.11	Ergic2	67456	-0.373	5.65	10.3	0.00252	0.0183	2.6
14	3.1e+07	3.1e+07	6660	-	ENSMUSG00000042354	Gnl3	protein_coding	chromosome	guanine nucleotide binding protein-like 3 (nucleolar) [Source:MGI Symbol;Acc:MGI:1353651]	ENSMUSG00000042354.6	Gnl3	30877	-0.844	3.92	10.3	0.00252	0.0183	2.6
12	75300000	75400000	93100	+	ENSMUSG00000046768	Rhoj	protein_coding	chromosome	ras homolog family member J [Source:MGI Symbol;Acc:MGI:1931551]	ENSMUSG00000046768.13	Rhoj	80837	-1.13	2.64	10.3	0.00252	0.0183	2.6
18	36900000	37200000	242000	+	ENSMUSG00000102312	Pcdha3	protein_coding	chromosome	protocadherin alpha 3 [Source:MGI Symbol;Acc:MGI:2447313]	ENSMUSG00000102312.1	Pcdha3	192163	1.08	4.43	10.3	0.00252	0.0183	2.6
5	1.09e+08	1.09e+08	23000	-	ENSMUSG00000004815	Dgkq	protein_coding	chromosome	diacylglycerol kinase, theta [Source:MGI Symbol;Acc:MGI:102918]	ENSMUSG00000004815.12	Dgkq	110524	0.401	5.7	10.2	0.00253	0.0183	2.6
11	30900000	3.1e+07	23600	-	ENSMUSG00000020311	Erlec1	protein_coding	chromosome	endoplasmic reticulum lectin 1 [Source:MGI Symbol;Acc:MGI:1914003]	ENSMUSG00000020311.17	Erlec1	66753	-0.311	5.49	10.3	0.00253	0.0183	2.6
12	8920000	8940000	17100	+	ENSMUSG00000020585	Laptm4a	protein_coding	chromosome	lysosomal-associated protein transmembrane 4A [Source:MGI Symbol;Acc:MGI:108017]	ENSMUSG00000020585.4	Laptm4a	17775	-0.51	8.83	10.2	0.00253	0.0183	2.6
6	1.25e+08	1.25e+08	34500	-	ENSMUSG00000030342	Cd9	protein_coding	chromosome	CD9 antigen [Source:MGI Symbol;Acc:MGI:88348]	ENSMUSG00000030342.8	Cd9	12527	-0.949	7.34	10.2	0.00253	0.0183	2.6
7	1.41e+08	1.41e+08	12500	-	ENSMUSG00000038650	Rnh1	protein_coding	chromosome	ribonuclease/angiogenin inhibitor 1 [Source:MGI Symbol;Acc:MGI:1195456]	ENSMUSG00000038650.15	Rnh1	107702	-0.799	5.49	10.2	0.00253	0.0183	2.6
2	3.9e+07	3.9e+07	4040	-	ENSMUSG00000062997	Rpl35	protein_coding	chromosome	ribosomal protein L35 [Source:MGI Symbol;Acc:MGI:1913739]	ENSMUSG00000062997.6	Rpl35	66489	-0.583	6.96	10.2	0.00253	0.0183	2.6
5	45500000	45600000	110000	-	ENSMUSG00000015879	Fam184b	protein_coding	chromosome	family with sequence similarity 184, member B [Source:MGI Symbol;Acc:MGI:2442958]	ENSMUSG00000015879.8	Fam184b	58227	0.846	4	10.2	0.00255	0.0184	2.59
11	40700000	40700000	6380	+	ENSMUSG00000020328	Nudcd2	protein_coding	chromosome	NudC domain containing 2 [Source:MGI Symbol;Acc:MGI:1277103]	ENSMUSG00000020328.10	Nudcd2	52653	-0.685	4.94	10.2	0.00255	0.0184	2.59
6	1.41e+08	1.41e+08	55800	+	ENSMUSG00000030232	Aebp2	protein_coding	chromosome	AE binding protein 2 [Source:MGI Symbol;Acc:MGI:1338038]	ENSMUSG00000030232.18	Aebp2	11569	-0.615	4.32	10.2	0.00255	0.0184	2.59
5	5570000	5580000	2400	+	ENSMUSG00000073234	Gm8773	protein_coding	chromosome	predicted gene 8773 [Source:MGI Symbol;Acc:MGI:3646213]	ENSMUSG00000073234.4	Gm8773	NA	1.53	-0.837	10.2	0.00255	0.0184	2.59
17	6980000	7010000	32400	+	ENSMUSG00000094724	Rnaset2b	protein_coding	chromosome	ribonuclease T2B [Source:MGI Symbol;Acc:MGI:3702087]	ENSMUSG00000094724.7	Rnaset2b	68195	-0.643	5.89	10.2	0.00255	0.0184	2.59
13	1.07e+08	1.07e+08	13100	+	ENSMUSG00000021692	Dimt1	protein_coding	chromosome	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913504]	ENSMUSG00000021692.9	Dimt1	66254	0.424	3.12	10.2	0.00256	0.0184	2.59
7	30700000	30700000	2330	+	ENSMUSG00000097674	Gm26610	lincRNA	chromosome	predicted gene, 26610 [Source:MGI Symbol;Acc:MGI:5477104]	ENSMUSG00000097674.1	Gm26610	NA	-0.816	-0.46	10.2	0.00256	0.0184	2.59
10	75900000	75900000	24800	-	ENSMUSG00000000902	Smarcb1	protein_coding	chromosome	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]	ENSMUSG00000000902.13	Smarcb1	20587	-0.419	5.65	10.2	0.00257	0.0185	2.59
6	1.24e+08	1.24e+08	34000	-	ENSMUSG00000008153	Clstn3	protein_coding	chromosome	calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323]	ENSMUSG00000008153.11	Clstn3	232370	0.95	8.46	10.2	0.00257	0.0185	2.59
14	34500000	34600000	62000	-	ENSMUSG00000021798	Ldb3	protein_coding	chromosome	LIM domain binding 3 [Source:MGI Symbol;Acc:MGI:1344412]	ENSMUSG00000021798.13	Ldb3	24131	0.599	1.96	10.2	0.00257	0.0185	2.59
4	4.5e+07	4.5e+07	18000	+	ENSMUSG00000028318	Polr1e	protein_coding	chromosome	polymerase (RNA) I polypeptide E [Source:MGI Symbol;Acc:MGI:1929022]	ENSMUSG00000028318.14	Polr1e	64424	-0.727	2.52	10.2	0.00257	0.0185	2.59
X	1.44e+08	1.44e+08	279000	+	ENSMUSG00000031284	Pak3	protein_coding	chromosome	p21 protein (Cdc42/Rac)-activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]	ENSMUSG00000031284.16	Pak3	18481	0.674	7.26	10.2	0.00257	0.0185	2.59
17	46800000	46800000	33300	-	ENSMUSG00000036568	Bicral	protein_coding	chromosome	BRD4 interacting chromatin remodeling complex associated protein like [Source:MGI Symbol;Acc:MGI:2673855]	ENSMUSG00000036568.6	Bicral	210982	0.404	4.61	10.2	0.00257	0.0185	2.59
8	13400000	13500000	33300	+	ENSMUSG00000038457	Tmem255b	protein_coding	chromosome	transmembrane protein 255B [Source:MGI Symbol;Acc:MGI:2685533]	ENSMUSG00000038457.17	Tmem255b	272465	-1.52	-0.0444	10.2	0.00257	0.0185	2.59
11	80100000	80100000	5500	-	ENSMUSG00000046909	Tefm	protein_coding	chromosome	transcription elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1915800]	ENSMUSG00000046909.9	Tefm	68550	-0.764	1.18	10.2	0.00257	0.0185	2.59
X	73700000	73700000	30000	-	ENSMUSG00000002015	Bcap31	protein_coding	chromosome	B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]	ENSMUSG00000002015.5	Bcap31	27061	-0.371	6.6	10.2	0.00258	0.0185	2.59
12	4880000	4910000	28700	-	ENSMUSG00000020634	Ubxn2a	protein_coding	chromosome	UBX domain protein 2A [Source:MGI Symbol;Acc:MGI:2442310]	ENSMUSG00000020634.12	Ubxn2a	217379	-0.343	4.93	10.2	0.00258	0.0185	2.59
14	20400000	20400000	4330	-	ENSMUSG00000049960	Mrps16	protein_coding	chromosome	mitochondrial ribosomal protein S16 [Source:MGI Symbol;Acc:MGI:1913492]	ENSMUSG00000049960.4	Mrps16	66242	-0.557	4.05	10.2	0.00258	0.0185	2.59
3	90200000	90300000	5440	+	ENSMUSG00000052310	Slc39a1	protein_coding	chromosome	solute carrier family 39 (zinc transporter), member 1 [Source:MGI Symbol;Acc:MGI:1353474]	ENSMUSG00000052310.9	Slc39a1	30791	-0.58	7.19	10.2	0.00258	0.0185	2.59
1	64700000	64700000	35200	+	ENSMUSG00000070871	Ccnyl1	protein_coding	chromosome	cyclin Y-like 1 [Source:MGI Symbol;Acc:MGI:2138614]	ENSMUSG00000070871.10	Ccnyl1	227210	-0.387	3.57	10.2	0.00258	0.0185	2.59
8	1.25e+08	1.25e+08	4600	-	ENSMUSG00000074030	Exoc8	protein_coding	chromosome	exocyst complex component 8 [Source:MGI Symbol;Acc:MGI:2142527]	ENSMUSG00000074030.3	Exoc8	102058	-0.442	3.16	10.2	0.00258	0.0185	2.59
6	8.6e+07	8.6e+07	40300	+	ENSMUSG00000107230	Gm19265	antisense_RNA	chromosome	predicted gene, 19265 [Source:MGI Symbol;Acc:MGI:5011450]	ENSMUSG00000107230.1	Gm19265	NA	0.692	0.994	10.2	0.00258	0.0185	2.59
14	48100000	48300000	140000	+	ENSMUSG00000021846	Peli2	protein_coding	chromosome	pellino 2 [Source:MGI Symbol;Acc:MGI:1891445]	ENSMUSG00000021846.8	Peli2	93834	-0.731	4.64	10.2	0.00259	0.0185	2.59
10	1.27e+08	1.27e+08	14500	-	ENSMUSG00000025417	Pip4k2c	protein_coding	chromosome	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma [Source:MGI Symbol;Acc:MGI:2152214]	ENSMUSG00000025417.8	Pip4k2c	117150	-0.551	5.16	10.2	0.00259	0.0185	2.59
7	25300000	25300000	26500	+	ENSMUSG00000005442	Cic	protein_coding	chromosome	capicua transcriptional repressor [Source:MGI Symbol;Acc:MGI:1918972]	ENSMUSG00000005442.13	Cic	71722	0.492	8.53	10.2	0.0026	0.0186	2.59
5	1.23e+08	1.23e+08	31200	+	ENSMUSG00000029438	Bcl7a	protein_coding	chromosome	B cell CLL/lymphoma 7A [Source:MGI Symbol;Acc:MGI:1924295]	ENSMUSG00000029438.9	Bcl7a	77045	0.631	6.03	10.2	0.0026	0.0186	2.59
9	88400000	88400000	481	+	ENSMUSG00000066443	Gm10163	processed_pseudogene	chromosome	predicted pseudogene 10163 [Source:MGI Symbol;Acc:MGI:3704341]	ENSMUSG00000066443.5	Gm10163	NA	-0.797	6.78	10.2	0.0026	0.0186	2.58
13	59600000	59600000	50700	+	ENSMUSG00000021555	Naa35	protein_coding	chromosome	N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:MGI Symbol;Acc:MGI:1925939]	ENSMUSG00000021555.15	Naa35	78689	-0.297	5.16	10.2	0.00261	0.0186	2.58
15	5.5e+07	55100000	57000	-	ENSMUSG00000037343	Taf2	protein_coding	chromosome	TATA-box binding protein associated factor 2 [Source:MGI Symbol;Acc:MGI:2443028]	ENSMUSG00000037343.7	Taf2	319944	-0.29	5.23	10.2	0.00261	0.0186	2.58
2	1.19e+08	1.19e+08	24200	+	ENSMUSG00000040007	Bahd1	protein_coding	chromosome	bromo adjacent homology domain containing 1 [Source:MGI Symbol;Acc:MGI:2139371]	ENSMUSG00000040007.8	Bahd1	228536	0.478	4.58	10.2	0.00261	0.0186	2.58
MT	3910	4950	1040	+	ENSMUSG00000064345	mt-Nd2	protein_coding	chromosome	mitochondrially encoded NADH dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:102500]	ENSMUSG00000064345.1	mt-Nd2	17717	-0.545	9.69	10.2	0.00261	0.0186	2.58
7	84600000	84600000	21600	-	ENSMUSG00000030630	Fah	protein_coding	chromosome	fumarylacetoacetate hydrolase [Source:MGI Symbol;Acc:MGI:95482]	ENSMUSG00000030630.16	Fah	14085	0.654	3.37	10.2	0.00262	0.0187	2.58
15	34800000	34800000	4960	+	ENSMUSG00000050963	Kcns2	protein_coding	chromosome	K+ voltage-gated channel, subfamily S, 2 [Source:MGI Symbol;Acc:MGI:1197011]	ENSMUSG00000050963.6	Kcns2	16539	1	1.67	10.2	0.00262	0.0187	2.58
14	49300000	49500000	228000	-	ENSMUSG00000021852	Slc35f4	protein_coding	chromosome	solute carrier family 35, member F4 [Source:MGI Symbol;Acc:MGI:1922538]	ENSMUSG00000021852.13	Slc35f4	75288	0.553	2.23	10.2	0.00263	0.0187	2.58
15	51800000	51900000	78900	-	ENSMUSG00000022312	Eif3h	protein_coding	chromosome	eukaryotic translation initiation factor 3, subunit H [Source:MGI Symbol;Acc:MGI:1915385]	ENSMUSG00000022312.10	Eif3h	68135	-0.397	7.53	10.2	0.00263	0.0187	2.58
19	5850000	5880000	25600	-	ENSMUSG00000024816	Frmd8	protein_coding	chromosome	FERM domain containing 8 [Source:MGI Symbol;Acc:MGI:1914707]	ENSMUSG00000024816.12	Frmd8	67457	-1.02	4.42	10.2	0.00263	0.0187	2.58
10	1.3e+08	1.3e+08	12100	-	ENSMUSG00000048015	Neurod4	protein_coding	chromosome	neurogenic differentiation 4 [Source:MGI Symbol;Acc:MGI:108055]	ENSMUSG00000048015.4	Neurod4	11923	3.02	-2.52	10.2	0.00263	0.0187	2.58
3	1.08e+08	1.08e+08	19200	-	ENSMUSG00000014601	Strip1	protein_coding	chromosome	striatin interacting protein 1 [Source:MGI Symbol;Acc:MGI:2443884]	ENSMUSG00000014601.13	Strip1	229707	0.554	6.42	10.2	0.00264	0.0187	2.58
9	65600000	65600000	27300	-	ENSMUSG00000050721	Plekho2	protein_coding	chromosome	pleckstrin homology domain containing, family O member 2 [Source:MGI Symbol;Acc:MGI:2143132]	ENSMUSG00000050721.9	Plekho2	102595	-1.18	2.28	10.2	0.00264	0.0187	2.58
19	37300000	37300000	69100	-	ENSMUSG00000056999	Ide	protein_coding	chromosome	insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412]	ENSMUSG00000056999.14	Ide	15925	-0.402	6.84	10.2	0.00264	0.0187	2.58
10	93200000	93300000	63700	-	ENSMUSG00000008398	Elk3	protein_coding	chromosome	ELK3, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101762]	ENSMUSG00000008398.15	Elk3	13713	-0.787	3.85	10.1	0.00265	0.0188	2.58
11	80400000	80500000	44600	+	ENSMUSG00000017428	Psmd11	protein_coding	chromosome	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 [Source:MGI Symbol;Acc:MGI:1916327]	ENSMUSG00000017428.16	Psmd11	69077	-0.856	5.76	10.1	0.00265	0.0188	2.58
X	1.55e+08	1.55e+08	3320	-	ENSMUSG00000025283	Sat1	protein_coding	chromosome	spermidine/spermine N1-acetyl transferase 1 [Source:MGI Symbol;Acc:MGI:98233]	ENSMUSG00000025283.15	Sat1	20229	-0.68	5.68	10.1	0.00265	0.0188	2.58
9	1.04e+08	1.04e+08	112000	-	ENSMUSG00000032560	Dnajc13	protein_coding	chromosome	DnaJ heat shock protein family (Hsp40) member C13 [Source:MGI Symbol;Acc:MGI:2676368]	ENSMUSG00000032560.14	Dnajc13	235567	0.346	5.56	10.1	0.00265	0.0188	2.58
5	1.41e+08	1.41e+08	40600	-	ENSMUSG00000036555	Iqce	protein_coding	chromosome	IQ motif containing E [Source:MGI Symbol;Acc:MGI:1921489]	ENSMUSG00000036555.14	Iqce	74239	0.501	4.61	10.1	0.00265	0.0188	2.58
2	1.4e+08	1.42e+08	2e+06	+	ENSMUSG00000068205	Macrod2	protein_coding	chromosome	MACRO domain containing 2 [Source:MGI Symbol;Acc:MGI:1920149]	ENSMUSG00000068205.14	Macrod2	72899	0.573	5.65	10.1	0.00265	0.0188	2.58
